Context,Question,Answer,Category
Advanced Medical Technologies Inc. said it purchased 93% of a unit of Henley Group Inc. Advanced Medical paid $106 million in cash for its share in a unit of Henley's Fisher Scientific subsidiary.,What event has already happened?,"said, purchased, paid",2
"For all the stark images from the devastation wrought by typhoon Durian, the scenes were troublingly familiar. In the eastern island of Leyte earlier this year, 1,800 were killed when a mudslide caused by heavy rains obliterated the farming community of Guinsaugon.",What tragedy occured later in the year after 1800 people were killed?,"devastation, Durian",2
"It was the seventh time that western countries had presented a motion on China's human rights record to the UN Human Rights Commission. This year, however, they were sharply divided on the issue.",What happened before divided?,"was, time, presented, motion, record, issue",2
"The KOSDAQ index dropped 2.85 points to 612.93 with a volume of 655.32 million shares worth 2.184 trillion won (2.346 billion U.S. dollars). The local currency finished at 930.80 won against one U.S. dollar, down 0.2 won from Monday's close.",What will happen in the future?,,2
"The press campaign continued even after the British authorities announced the restrictions on Romanian and Bulgarian workers. Thus, The Sun on Friday warned that Romanian immigrants could spark a tuberculosis outbreak in Great Britain, a country where this plague was long before eradicated.",What events happened before the restrictions on Romanian and Bulgarian workers took effect?,"plague, eradicated, campaign, continued, announced",2
"Coastguard officials at the main Greek port of Piraeus have arrested the Bulgarian second engineer of a British-flagged tanker sought on manslaughter charges, the Greek merchant marine ministry said Sunday. Vladimir Bankov, 39, will be taken to a prosecutor in the northern city of Salonika under a local warrant issued in 2000, a ministry source told AFP.",What event has already finished?,"arrested, said, issued, told",2
"But he was followed by a 32-year-old off-duty police officer and three other male passengers who tackled him on the platform. The man lost consciousness and died later in the day in a nearby hospital, a police spokesman said.",What usually happens immediately after someone dies in a hospital?,,2
"The former world heavyweight champion will on Saturday accept the Otto Hahn peace medal, named for a German nuclear physicist, the German Society for the United Nations said. Ali has been selected ""for his lifelong engagement in the American civil rights movement and the global cultural emancipation of blacks as well as his work as a UN Goodwill ambassador,"" Christine Kalb, the regional president of the society, told a press conference.",What event has begun but has not finished?,,2
"""We had no customers at all yesterday, normally we would be crowded now,"" she added, gesturing around the empty eatery. Nearby, luxury car showrooms stood empty, their vehicles garaged in case prestige brands such as Lamborghini and Maserati acted as magnets for demonstrators.",What event has begun but has not finished?,"stood, garaged",2
"""I return to Japan as the prime minister of a new India,"" Singh said, pointing to India's breakneck macroeconomic growth. In talks with ministers Thursday, Singh sought Japanese financing for a proposed 2,800 kilometer (1,700 mile) high-speed freight railway seen as vital to improving India's creaky infrastructure.",What needs to happen before improving the infrastructure?,financing,2
"He held talks with Prime Minister Viktor Chernomyrdin and newly- appointed first deputy prime ministers Anatoly Chubais and Boris Nemtsov, whom President Boris Yeltsin brought into the cabinet to give new impetus to Russia's sluggish economic reforms. Camdessus said he was convinced that the new government had the necessary determination to tackle the main problems bedevilling Russia, especially inadequate tax collection, the delayed resumption of economic growth and corruption.",What event has begun but has not finished?,"reforms, convinced, bedevilling, collection, corruption, had",2
"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well. Kellogg, which hasn't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market.",What event has begun but has not finished?,"begin, turning, capitalizing, desire, losing, market",2
"The EU has made a resolution condemning China to the commission every year since the Tiananmen Square massacre in Beijing in 1989, but each time China has managed to garner just enough support -- notably from developing countries -- to avoid formal censure. ",What will happen in the future?,,2
"A dip in arrivals from Britain, its biggest tourist market, has pushed Paris to re-think the way it packages itself and throw off some of the sniffy stereotypes it has been saddled with. On Tuesday, the tourist board for the Paris region launched a new ad campaign aimed at Britons that, far from flaunting its well-known monuments and museums, seeks to portray the French capital as an energetic, youthful and trendy city.",What event has already finished?,"dip, pushed, re-think, saddled, launched, aimed",2
"""About the total score...it was a surprise and I was happy to see that."" Asada gained her international prominence by beating Slutskaya to win the Grand Prix Final last year.",What event has already finished?,"score, was, surprise, was, see, gained, beating, Final, win",2
"``We acknowledge, as a widely accepted truth, that Cuba does violate human rights and fundamental freedoms and does not guarantee the rule of law to people living in Cuba,'' wrote Judge J.L. Edmonson, on behalf of the panel.",What event has begun but has not finished?,"acknowledge, violate",2
"Speculative investors, betting on an imminent clash between Ford and GM, pushed up Jaguar's share price five pence (eight U.S. cents) to a near-record 720 pence ($11.60) in late trading on London's stock exchange yesterday. Since Tuesday, the shares have gained nearly 4%.",What event has begun but has not finished?,betting,2
"Coastguard officials at the main Greek port of Piraeus have arrested the Bulgarian second engineer of a British-flagged tanker sought on manslaughter charges, the Greek merchant marine ministry said Sunday. Vladimir Bankov, 39, will be taken to a prosecutor in the northern city of Salonika under a local warrant issued in 2000, a ministry source told AFP.",What happened after the warrant was issued?,"told, said, arrested, sought, charges",2
"Shares in Allied Domecq, which produces the Teachers whisky brand, fell by one pence to 443 pence and Guinness shares fell by 0.5 pence to 495.5 pence. ",What happened at the same time as shares in Allied Domecq fell?,fell,2
"Australian pace spearhead Glenn McGrath was passed fit to play after concern over a heel injury, while left-arm spinner Monty Panesar was left out of an unchanged England eleven. McGrath had to convince his skipper Ponting that he would be able to complete a five-day match after needing painkillers to see out Australia's win at the Gabba.",What started before McGrath needed painkillers to see out Australia's win at the Gabba?,"concern, injury",2
"""The North Koreans have indicated to the United States their willingness to hold a second round of United States-North Korean missile talks very soon,"" State Department spokesman Nicholas Burns said. ""We are currently working on the exact date and location for such a meeting, but I think it will be held quite soon,"" he said.",What happened before the North Koreans indicated their willingness?,,2
"Palestinian President Yasser Arafat arrived here Monday determined to ask Egyptian President Hosni Mubarak to make ""more"" efforts to save the peace process from collapse. ""I will ask President Mubarak for more efforts and I will thank him for what he is doing to protect the peace process,"" Arafat told reporters before heading into talks with the Egyptian leader at the Ittihadiya presidential palace outside Cairo.",What may happen after the talks?,"make, save, collapse",2
"""I return to Japan as the prime minister of a new India,"" Singh said, pointing to India's breakneck macroeconomic growth. In talks with ministers Thursday, Singh sought Japanese financing for a proposed 2,800 kilometer (1,700 mile) high-speed freight railway seen as vital to improving India's creaky infrastructure.",What does Singh hope will happen after talks?,"financing, improving",2
"Japanese share prices got off to a strong start in post-holiday trading Wednesday, following a surge on Wall Street the previous day, brokers said. The Nikkei stock average gained 307.83 points, or 1.6 percent, from Monday in the first one hour to stand at 18,978.20 at 10 a.m. (0100 GMT).",What happened after the brokers said something?,,2
"Sytenko, a former deputy secretary-general of the United Nations, is also expected to visit Baghdad, Gremitskikh said at a regular news briefing today. The outlook darkened for about 3,000 Americans caught in Iraq and Kuwait when Saddam sent his forces into the small, oil-rich sultanate.",What will happen in the future?,visit,2
"They had earlier warned him not to assume the premiership and insisted they would not work for any government while Mobutu was president. Press reports in Kinshasa said the ""family"" of oppposition parties, the Political Conclave Force (FPC), was ready to meet Friday to decide whether to replace him.",What will happen in the future?,"meet, decide",2
"Some 29,500 troops are stationed in the country, a legacy of the Korean War. The number is set to drop to 25,000 by 2008.",What event has already finished?,War,2
"""We are convinced that the June elections can be held with being hampered by the armed groups,"" said Greek Foreign Minister Theodore Pangalos, referring to the polls which, it is hoped, will drag Albania out of crisis and into compromise. ""We must support our Albanian friends so that they can get back on their feet"" by the time of June elections, said Organisation for Security and Cooperation in Europe envoy Franz Vranitzky, after talks with Fino, Pangalos and EU envoy Hans van Mierlo.",What may happen after Theodore Pangalos has made his statement?,"hampered, drag, support, get, elections, held, elections",2
"But they had been killed together with other poultry in the village after the outbreak of the disease. ""Every one knows there is something wrong with Qin's poultry,"" said Qi.",What is happening after the outbreak of the disease?,"knows, is",2
"A crew member of the US aircraft carrier Independence had to be airlifted to a Sydney hospital after he was hit by a fighter plane attempting a night landing on the ship. The incident late Wednesday left the man with fractured legs and arms, an ambulance spokesman here said.",What happened after a fighter plane attempted a night landing?,"airlifted, said, left",2
"""Their response came very late,"" an official from a Shiite party, the Supreme Council for the Islamic Revolution in Iraq (SCIRI), said in disgust. One policeman who was there, guarding a bank, said he felt helpless even though he was armed.",What event had started after the response?,"came, said, said",2
Lending for initial public offers for manufacturing and infrastructure companies and stock options for employees would not be covered under the measures. Guarantees given by merchant banks for profits of companies seeking to list on the local bourse -- part of the securities commission's requirements -- are also exempted from the credit curbs.,What might happen during the measures?,offers,2
"A dip in arrivals from Britain, its biggest tourist market, has pushed Paris to re-think the way it packages itself and throw off some of the sniffy stereotypes it has been saddled with. On Tuesday, the tourist board for the Paris region launched a new ad campaign aimed at Britons that, far from flaunting its well-known monuments and museums, seeks to portray the French capital as an energetic, youthful and trendy city.",What will happen in the future?,portray,2
"Despite signs of ongoing distrust, the remaining difficulties were ostensibly swept away by Tuesday's vote which gave Savimbi the right to regular consultations with the president and members of the government and the right to publish messages in the official press. Several deputies from the ruling MPLA have criticised the ""excessive powers"" granted to Savimbi although they followed the party's advice to approve the law.",What started before they gave?,"signs, distrust, remaining, difficulties, swept, vote",2
"""What the president has said from the very beginning is we need to train Iraqi security forces so they can increasingly take responsibility for their own security,"" national security advisor Stephen Hadley said on the same program. ""As Iraqis step up, the coalition forces can step back and ultimately, come home.",What will happen after coalition forces step back?,come,2
"The session will also make amendments in the penal code, introducing stiffer penalties for corruption and drug trafficking, production and abuse. ""We are sick of talking about corruption, now is the time to take action,"" Prime Minister Vo Van Kiet told reporters.",What event has already finished?,told,2
"With a UN-monitored ceasefire holding since 1991, a resolution to the conflict which has festered for 22 years since Spain's withdrawal from the territory has been put on the international community's back burner for the past year. During his mission, the 66-year-old Texan diplomat will hold talks with Moroccan and Polisario Front leaders and meet with officials in Algiers and in Nouakchott, the capital of neighboring Mauritania.",What definitely happened after the conflict started?,put,2
"In Baghdad, five people were killed and 19 wounded when a car bomb exploded in a bustling marketplace in the mixed Shiite-Sunni neighbourhood of Saidiyah, a security source said. A national electricity employee, a police colonel and a university guard were also killed in separate attacks, security sources said.",What happened before separate attacks in Baghdad?,,2
"One US official, who asked not to be named, said the US pledge was sharply lower than the amount of aid Pyongyang requested. No reaction was immediately available from the WFP.",What happened before Pyongyang requested the aid?,,2
"This quarter's loss includes pretax charges of $4.9 million on the proposed discontinuation of the company's troubled British subsidiary, and $3.7 million of other write-offs the company said were non-recurring and principally related to inventory, publishing advances and pre-publication costs. The publishing concern said it retained the investment banking firm of Donaldson, Lufkin amp Jenrette Securities Inc. to act as its financial adviser, assisting in the evaluation of various financial and strategic alternatives, including debt refinancing, raising capital, recapitalization, a merger or sale of the company.",What event has already happened?,"said, said, retained",2
"Semionov, who had been army chief since 1991, refuted the allegations against him. Rodionov said last month that a number of other Russian armed forces generals were likely to be dismissed soon for corruption, without naming any of them.",What may happen after something was refuted?,dismissed,2
"Ministers praised the security operation intended to prevent the suicide attacks that killed almost 40 people during January's election, the first free vote in Iraq in half a century. ""The security situation in most of the provinces is good, if not to say excellent,"" announced Interior Minister Bayan Jabr Solagh.",What will happen in the future?,,2
"The Chinese government hoped that the future government of the Special Administrative Region (SAR), as Hong Kong will be known under Chinese rule, would work out detailed regulations ""as soon as possible"", the spokesman said. China has been seeking Britain's opinion on the subject, he added.",What will happen in the future?,be,2
"The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and, consequently, to write down the asset value of some previous acquisitions. Crossland recorded an additional $20 million in loan loss reserves in the third quarter.",What was completed before the spokesman spoke?,"proposed, caused, revise, write, acquisitions, recorded, reserves, quarter",2
"She estimates her properties, worth a hundred thirty million dollars in October, are worth only half that now. They believe ah it will be always up going up and up ah forever.",What event has begun but has not finished?,"up, up, believe",2
"THE HAGUE, Netherlands (AP)_ The World Court Friday rejected U.S. and British objections to a Libyan World Court case that has blocked the trial of two Libyans suspected of blowing up a Pan Am jumbo jet over Scotland in 1988. Libya, which brought the case to the United Nations' highest judicial body in its dispute with the United States and Britain, hailed the ruling and said it would press anew for a trial in a third neutral country.",What occured after the World Court rejected the US and British objections to the Libyan case?,"hailed, said, press",2
"Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases. If the strong yen and the high stock prices of Japanese companies weren't deterrents enough, webs of cross-shareholdings between friendly Japanese companies and fiercely independent Japanese corporate attitudes repel most would-be acquirers.",What happened after the deal?,repel,2
"Flintoff had said he hoped to remain captain for the one-day series on Monday, just after the third Test loss to Australia. ""If the job is available, of course I will,"" Flintoff said when asked if he would make himself available to captain in the one-dayers.",What will be happening while Flintoff is captain?,"remain, series, will, would, make, one-dayers",2
"""Iraq has for years rejected these imaginary lines and announced in its official communiques that it does not recognize the zones because they are not in UN Security Council resolutions,"" an official spokesman told AFP on Friday. On April 9, Iraq also flouted the UN sanctions in force since its August 1990 invasion of Kuwait and flew more than 100 Iraqis to Saudi Arabia for the start of the pilgrimage.",What will happen after the sanctions?,"start, pilgrimage",2
"While the expansion of the Internet has been a blessing for researchers, students and the just plain curious, the new opportunities mentioned by Mr. Gates are also being used by some rather unsavory characters. A new report says there has been a dramatic rise in the growth of hate groups in the United States over the past year.",What event has already happened?,"mentioned, rise, growth",2
"""In terms of a criminal investigation, there is no corroborative evidence that would lead to the successful prosecution of a named individual in a UK (United Kingdom of Great Britain and Northern Ireland) court,"" the MoD said. The ministry released the findings by the Royal Military Police's (RMP) Special Investigations Branch (SIB) following what it said was an external review by Devon and Cornwall Police, a civilian force in southwest England.",What event has already finished?,"released, said, was, review",2
"Pangalos said for his part that the force, due to comprise between 700 and 800 Greek troops, ""will not be tasked with disarmament."" Instead the Italian-led mission is expected to secure roads, junctions, airports and warehouses and help aid deliveries.",What will happen in the future?,"comprise, secure, help, deliveries, mission",2
"Last month, FIFA officials inspected Margarita Island's High Yield Center; a training facility for the Venezuelan team, which received a donation from FIFA's Goal Project funding. FIFA is paying the all the expenses of the 35 attendees to Margarita Island, so it can show off the High Yield Center, because it is a good example of what can be achieved if officials use funds properly, Mayne said.",What happened before the High Yield Center made its achievement?,"received, use",2
"Australian pace spearhead Glenn McGrath was passed fit to play after concern over a heel injury, while left-arm spinner Monty Panesar was left out of an unchanged England eleven. McGrath had to convince his skipper Ponting that he would be able to complete a five-day match after needing painkillers to see out Australia's win at the Gabba.",What event has begun but has not finished?,"injury, unchanged, be",2
"Danny Granger and Stephen Jackson both scored 18 points and Jermaine O'Neal poured in 15 points with 11 rebounds for the Pacers, who have lost two of their last three. Jamaal Tinsley also netted 15 points on 6-of-11 shooting with four assists in defeat, while Al Harrington chipped in 11 points with 14 rebounds.",What happened after Jermaine O'Neal poured in 15 points with 11 rebounds?,"lost, defeat",2
"ECOMOG Field Commander Major-general Victor Malu quoted by Liberian radio said ""this is not the first time that officers have betrayed the confidence"" placed in them. The arrested officer, diplomatic sources said, claimed to have been given the baskets by a woman trader in Freetown who told him that the consignment was foofoo - a starchy but edible foodstuff made up of pounded cassava - to deliver to a friend in Monrovia.",What was done with the baskets before they were to be delivered?,given,2
"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. Acquisition said 2.2 million shares, or about 38.5% of the shares outstanding, have been tendered under its offer.",What happened before something was sought?,place,2
"The pilot had been described as ""duty status and whereabouts unknown"" but following DNA tests made on remains found at the crash site this was changed to ""killed in action"", the military said in a statement. US military spokesman Lieutenant Colonel Christopher Garver, said: ""Based on the remains found, the air force is confident of its classification ... We have some remains now from the crash site but we are still looking for more.""",What will happen in the future?,,2
"Dissident sources and human rights groups said in Beijing Tuesday that treatment of Chinese dissidents was worsening, following a report from China's Justice Ministry on Monday proclaiming ""remarkable achievements"" last year in judicial guarantees of Chinese citizens' rights. The UN representative also harshly critized Burma, Cuba, Iran and Iraq for gross human rights violations.",What started before human rights groups spoke out against worsening treatment of dissidents?,"worsening, report, proclaiming, achievements, year, guarantees, violations",2
"Vilhjalmsdottir will serve as a goodwill ambassador and charity fund-raiser for children's causes throughout next year and is likely to profit from a host of modelling and acting contracts. Organisers said Saturday night's pageant, in its 55th edition, reached an estimated audience of two billion.",What happened after the 55th pageant?,"said, reached",2
"Prime Minister Nuri al-Maliki has become the latest Iraqi leader to angrily reject UN Secretary General Kofi Annan's call for an international conference to resolve the crisis in Iraq. Maliki also bitterly criticised Annan for likening the situation in Iraq to a civil war and accused him of polishing ""the image of the former regime known for its crimes against humanity"", in statement received by AFP on Tuesday.",What definitely started happening before the prime minister rejected something?,"crisis, situation",2
"Among the other defendants are Taha Yassin Ramadan, Saddam's former vice president, and Awad Ahmed al-Bandar, the head judge of the scrapped revolutionary court. The process began with a brief opening on October 19, followed by a 40-day delay and a two-hour session on November 28 before a week-long adjournment until Monday's hearing.",What will happen in the future?,hearing,2
"Jemaah Islamiyah is accused of being behind a series of bombings and other attacks in Indonesia and the region in the past years, including the 2002 Bali bombings which killed 202 people. ",What event has begun but has not finished?,,2
"The high-flying Wanderers might have started the match as marginal favorites but they looked jaded after their midweek Uefa Cup trip. Fulham, on the other hand, made a vibrant start.",What will happen in the future?,,2
"Farkas, an air force captain, was sent into space on board the Soyuz 36 on May 26, 1980. He spent six days aboard the Salyut 6 spacecraft with three Soviet astronauts, Valery Kubasov, Leonid Popov and Valery Riumin.",What began before Farkas was sent into space?,,2
"The general was sacked in December at the request of Defence Minister Igor Rodionov for ""activities incompatible with his office and bringing the honour and dignity of the military into disrepute"". Semionov is suspected of ""abuse of power.""",What event has already finished?,"sacked, request, bringing, suspected, abuse",2
"Raymond Roth's attorney, Brian Davis, denied in August that Roth had involved his son in the scheme. ""We had issues concerning the facts people had whether (Roth) had an agreement with his son,"" Davis told CNN on Thursday.",What event has begun but has not finished?,,2
"Asada, 16, collected 199.52 points in the Japanese competition, having marked 130.02 points in the free skating section and 69.50 from the short program. The overall point score edged above 198.06 points won by two-time world champion Irina Slutskaya of Russia at the 2005 Cup of Russia.",What event has begun but has not finished?,,2
"Two US soldiers also died in separate attacks south of Baghdad and in the volatile western Sunni province of Al-Anbar. Calling for a peaceful ballot, Prime Minister Ibrahim Jaafari vigorously defended his 10-month record in government at a Baghdad news conference.",What was happening while Ibrahim Jaafari defended his record?,"Calling, conference",2
"Nine Taliban rebels and an Afghan soldier were killed and 14 insurgents were captured in fresh fighting across insurgency-hit Afghanistan, officials said Monday. A major firefight broke out early Monday after nearly 200 militants crossed the border from Pakistan and attacked a border checkpost in the eastern Afghan province of Khost, police said.",What happened after nearly 200 militants crossed the border from Pakistan?,"attacked, firefight, broke, said, captured, killed, fighting, said",2
"In a country where more than 50 percent of the population are living on less than two dollars a day, the human cost of such disasters is enormous. Senator Richard Gordon, who also heads the Philippine Red Cross, said that unless the cycle of poverty is tackled ""these disasters will just go on repeating themselves.""",What was happening before the senator spoke?,"living, day, cost, disasters, heads, cycle, poverty, disasters",2
"A prominent Indian Moslem cleric, meanwhile, said it was ""highly regrettable"" that there had not been better safety measures and called for a ban of cooking inside Hajj pilgrim camps. ""When a fire starts in the tents housing the pilgrims, it tends to spread very fast because of strong winds,"" said Mohammed Mouzzam Ahmed of the Fatehpuri mosque, one of India's biggest Islamic shrines.",What event has begun but has not finished?,"housing, winds, cooking",2
"""It's a good resolution,"" Rice told AFP in an exclusive interview after a revised draft resolution was submitted to the full Security Council at UN headquarters in New York earlier Monday. Rice said she was ""optimistic"" the resolution aimed at persuading Iran to suspend uranium enrichment would pass soon, though she stopped short of predicting a final vote before the end of the year.",What happened before the interview with Rice?,"revised, submitted, aimed, persuading, enrichment",2
"But they had been killed together with other poultry in the village after the outbreak of the disease. ""Every one knows there is something wrong with Qin's poultry,"" said Qi.",What will happen in the future?,,2
"``We acknowledge, as a widely accepted truth, that Cuba does violate human rights and fundamental freedoms and does not guarantee the rule of law to people living in Cuba,'' wrote Judge J.L. Edmonson, on behalf of the panel.",What will happen in the future?,,2
"The company said Saturday that it was in the process of notifying all clinical investigators and regulatory authorities, including the Food and Drug Administration. The decision comes after Pfizer officials were informed that the independent Data Safety Monitoring Board (DSMB) reviewing a morbidity and mortality study for Torcetrapib recommended terminating the trial ""because of an imbalance of mortality and cardiovascular events.""",What might happen after the officials were informed?,terminating,2
"Crude futures on Friday breached 61 dollars per barrel in New York and almost 60 dollars in London, levels not reached since November 4. With weather conditions continuing cold in the US northeast, crude prices would remain firm over the coming days, analysts said.",What happened after analysts said crude prices would remain firm?,,2
"Former premier Benjamin Netanyahu, who is favourite to regain the Likud leadership, insisted security and military strength would bring peace to Israel as he took a swipe at his arch-rival Sharon. ""Our peace is dependent on our strength ... and not on endless (territorial) retreats,"" he said in his first press conference since Sharon's split.",What event has already finished?,"insisted, took, swipe, said, conference, split",2
"Olmert's spokeswoman Miri Eisin told AFP that Rome too was expected to rally behind moves by Israel and the United States to try to bring Iran into line. Iranian President Mahmud Ahmadinejad, who has threatened to wipe Israel off the map, says his country's nuclear programme is aimed at purely civilian use.",What might happen after moves by Israel and United States?,"bring, rally",2
"The news came as the death toll from last Sunday's explosion at the Dongfeng coal mine near Qitaihe in the northeastern Heilongjiang province rose to 169. China's mines, many of them illegal, are considered the most dangerous in the world, especially in recent years, with demand for raw materials escalating to help fuel China's rapid economic growth.",What event is happening while China's mines are considered the most dangerous in the world?,"escalating, growth",2
"Song said linking the range of services a foreign bank can offer to its corporate status would help safeguard the interests of Chinese customers. According to international practice, when liquidity risks occur, domestic customers are given priority in withdrawing funds.",What should happen before domestic customers are given priority in withdrawing funds?,"risks, occur",2
"Hu told the business leaders that China has introduced a mid-and long-term energy conservation program, with the objective of saving 3 percent of energy every year by 2020, or 1.4 billion tons of standard coal in total savings. MAKING FURTHER CONTRIBUTIONS TO A SUSTAINED EXPANSION OF GLOBAL TRADE",What began before the likely saving of 3 percent energy every year?,program,2
"Earlier in the day, the military said that two more U.S. marines died from wounds sustained due to ""enemy action"" in separate incidents in Iraq's volatile Anbar province on Saturday. Since the U.S.-led war in Iraq broke out in March 2003, about 2, 875 U.S. soldiers have been killed in the war-torn country, according to media count.",What will happen in the future?,,2
"The men appeared in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had finished her cleaning and was waiting for her clothes to dry, detectives said. ``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers.",What happened after the detectives spoke?,,2
"The EU has made a resolution condemning China to the commission every year since the Tiananmen Square massacre in Beijing in 1989, but each time China has managed to garner just enough support -- notably from developing countries -- to avoid formal censure. ",What happened before China avoided formal censure?,"support, managed, garner, massacre, made, resolution, condemning",2
"``There has been a lot of pressure, and he feels this is a family affair.'' After weeks of high-profile public sparring _ with charges of abuse, spying and treachery flying back and forth across the Florida Straits _ it would seem the chances are slim that the Gonzalez family could ever heal the wounds created by the Elian saga.",What is unlikely to happen after the public sparring?,heal,2
"It was the seventh time that western countries had presented a motion on China's human rights record to the UN Human Rights Commission. This year, however, they were sharply divided on the issue.",What happened during divided?,"year, were",2
"The court was adjourned about two hours into the trial, and the court set April 29 for the next hearing. Sheikh Mujib, also father of Prime Minister Sheikh Hasina Wajed, was slain with most of his family in the August 15, 1975 coup.",What will happen in the future?,hearing,2
"He sold the property to five buyers and said he'd double his money. In Hong Kong, is always belongs to the seller's market.",What could happen after he sold the property?,double,2
"""The North Koreans have indicated to the United States their willingness to hold a second round of United States-North Korean missile talks very soon,"" State Department spokesman Nicholas Burns said. ""We are currently working on the exact date and location for such a meeting, but I think it will be held quite soon,"" he said.",What might happen after the North Koreans indicated their willingness?,"hold, talks, held, meeting",2
"Since then, mediators have shuttled between the government palace and the residence, trying to gain concessions from the two sides to end the crisis. ",What event has begun but has not finished?,"trying, shuttled",2
"""I have been inviting Mr. Clerides to come to the negotiating table and to discuss a bizonal, bicommunal federation resting on the partnership of two politically equal communities (...) and they have been running away from it all this time,"" Denktash said. ""He (Clerides) has attempted to change the agenda by making a unilateral application to the EU, and pretending that this application is an application by Cyprus, when it is an application by Greek Cypriots only.",What happened after Denktash said?,,2
Ryu So-Yeon won the women's title and South Korea retained the women's team title which they wrested from Taiwan at the last 2002 Asian Games in Busan. They carded a total of 534 strokes with Japan second at 547 and Taiwan third at 550.,What happened before the strokes?,,2
"Gabon is one of the few countries in central Africa that has never -- since its independence from France -- been affected by an armed conflict. It is a small country with only about 1.5 million people, yet Gabon's people has one of the highest per capita incomes in Africa, largely due to the country's substantial revenues from petroleum exports.",What has not happened after Gabon's independence from France?,"affected, conflict",2
"The pilot had been described as ""duty status and whereabouts unknown"" but following DNA tests made on remains found at the crash site this was changed to ""killed in action"", the military said in a statement. US military spokesman Lieutenant Colonel Christopher Garver, said: ""Based on the remains found, the air force is confident of its classification ... We have some remains now from the crash site but we are still looking for more.""",What happened before they were looking for something?,"described, made, found, changed, said, statement, said, found, have",2
"Baghdad earlier this week sent nine helicopters to the south, already violating the ""no-fly"" zone, to wait for the Iraqis returning from the pilgrimage to Mecca in Saudi Arabia. The flight to Mosul also violates a northern exclusion zone set up shortly after the 1991 Gulf War to protect Iraqi Kurds from air attack by Baghdad.",What happened first?,War,2
"The flu season is winding down, and it has killed 105 children so far - about the average toll. The season started about a month earlier than usual, sparking concerns it might turn into the worst in a decade.",What event has already finished?,"killed, started, sparking",2
"Prince Bandar bin Sultan, was the kingdom's top envoy to the United States for 22 years until 2004. The Washington Post reported Thursday he was in the US capital recently to counsel top officials against heeding mounting calls for talks with Iran or Syria.",What did Washington Post do while Prince Bandar bin Sultan was in the US capital?,reported,2
But a principled commitment to provide a constitutionally protected service could not stop the assassin's bullet that tore through his kitchen window and into his back Friday night. His death shows again how tentative the right to abortion has become in the face of terrorism by anti-choice fanatics.,What happened after before death?,shows,2
"The following night he suffocated Aguda with a pillow and then called police to alert them to a double suicide after scattering some pills on the floor and feigning a deep sleep. The plot, however, did not fool investigators.",What happened before the police were called?,suffocated,2
"The first time, in 1990, half-a-million people greeted him for his first visit to an eastern European capital after the 1989 collapse of Communism. In 1995, however, he was mostly met with indifference by the country's 10.5 million inhabitants, half of whom are atheist.",What happened before he visited in 1995?,collapse,2
"The aircraft carrier left Sydney Harbour Tuesday after a six-day rest and recreation visit. It was in Australia to participate in Operation Tandem Thrust, a joint Australian/US military exercise involving 28,000 troops in far north Queensland state which ended last week.",What happened before the rest and recreation visit?,"participate, Thrust, exercise, ended",2
"Analysts say much of Kellogg's erosion has been in such core brands as Corn Flakes, Rice Krispies and Frosted Flakes, which represent nearly one-third of its sales volume. Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.",What might happen after the erosion of Kellogg's core brands?,"turn, sales",2
"Last week, the top Democrat in the House of Representatives, Nancy Pelosi, further stunned the Washington political establishment by endorsing Murtha's call. A top administration official told ABC however, that the White House has always been committed to pulling US troops in timely fashion.",What happened before Murtha's call?,,2
"Through Oct. 19, high-yield funds had an average 0.85% total return (the price change plus dividends on fund shares), according to Lipper Analytical Services Inc. That's even less than the 4.35% total return of the Merrill Lynch High-Yield Index. Fidelity's junk fund has fallen 2.08% this year through Oct. 19, Lipper says; the Vanguard fund rose 1.84%; and the T. Rowe Price fund edged up 0.66%.",What will happen in the future?,,2
"Rescuers on Monday were still searching for the 30 miners trapped in a coal mine explosion which had claimed 17 lives in north China's Shanxi Province on Sunday. About 90 rescuers in eight teams went down more than 300 meters to search for the trapped miners, while others were busy moving exhaust fans, cables, timber and other materials into the mine.",What event has begun but has not finished?,"searching, trapped, search, trapped, moving, were",2
"The latest results include some unusual write-downs, which had an after-tax impact of $4.9 million. Those included costs associated with the potential Valley Federal Savings and Loan Association acquisition, which was terminated on Sept. 27, 1989.",What happened before the results?,"costs, terminated",2
But a principled commitment to provide a constitutionally protected service could not stop the assassin's bullet that tore through his kitchen window and into his back Friday night. His death shows again how tentative the right to abortion has become in the face of terrorism by anti-choice fanatics.,what happened when something tore?,"through, into",2
"And the weakness of the Asian economies is also likely to lead to decreased demand for American exports. ``The economy has been running on the fumes of the strength from before the Asia shock,'' McCulley said.",What has the economy been doing since the Asia shock?,running,2
